"","STARTUP FACTORY","","http://www.startupdjibouti.com","","https://www.facebook.com/StartUpDjibouti/","","","","Djibouti","","","","STARTUP FACTORY est un accélérateur des startups lancé de Djibouti . StartUp Factory a pour  vocation d’encourage et d’investir dans des  entrepreneurs brillants et passionnés avec  des idées nouvelles et ambitieuses .  Lancé en septembre 2018 , StartUp Factory  est un programme de startup en démarrage  ainsi qu’une mise en relation d'un&nbsp; fond d’amorçage destiné à  accélérer la croissance des startups&nbsp; Djiboutiennes et fournir un boost régulier à  l’industrie croissante de l économie Digital  à Djibouti .","contact@startupdjibouti.com"
"","Tamkeen Center","","http://www.tamkeen.ma","","","","","","Oujda, Maroc","","","","Tamkeen Center est une initiatve privée et apolitique, mais accueille toute contribution et appui technique et financiers pour favoriser le déploiement de son activité à plus grande échelle.&nbsp;",""
"","TECHNIPOLE SUP VALOR","","http://www.technipole-supvalor.com","","","","","","Yaoundé, Cameroun","","","","Notre crédo c'est : <b>discipline</b>, <b>travail</b> et <b>performance</b> et nous souhaitons participer activement à la construction de l'écosystème entrepreneurial africain.","gkamande@technipole-supvalor.com"
"","TECHNOPARK","","https://www.technopark.ma/s/login/?language=fr&amp;startURL=%2Fs%2F&amp;ec=302","x","https://web.facebook.com/pages/Technopark","","","","","","","","","contact@technopark.ma"
"","total-startup-center","","","x","http://facebook.com/TotalCongo","","","","Avenue raymond Poincaré, 3ème étage du bâtiment Solemare","","","","","princilia-doris.mizere@total.com"
"","Trustee sas","","http://www.trustees.fr","","https://www.facebook.com/TrusteeVC/","","","","Tombo ,  Kaloum, Conakry","","","","Trustee est une société qui accompagne et investit en position minoritaire dans les startups innovantes. Trustee intervient également à divers stades de développement dans des Startups et Pme  à fort potentiel de croissance. Nous offrons également un espace de travail partagé (Coworking) et d'autres prestations à la carte pour mieux repondre au besoin des porteurs de projet.  ","contact@trustees.fr"
"","UAC Startup Valley","","http://www.uacstartupvalley.com","","https://www.facebook.com/uacstartupvalley/","","","","Abomey Calavi, Bénin","","","","","uacstartupvalley@uacstartupvalley.com"
"","VERDE VENTURES LTD","","http://www.verdefrontier.mu/","","","","","","Ebène, Quatre Bornes, Maurice","","","","",""
"","VOISINAGE","","https://www.uvci.edu.ci/","","https://www.facebook.com/uvciv/","","","","","","","","","muhamad.adebayo@uvci.edu.ci&gt;"
"","WenakLabs","","http://www.wenaklabs.org","","https://www.facebook.com/wenaklabs","","","","Immeuble BSIC, 2eme étage ,  N’Djamena","","","","WenakLabs (de l’arabe local Wenak signifie « Où es-tu ? » et Labs, le diminutif du mot Laboratoires), est une structure d'accompagnement de l'entreprenariat au Tchad créé en 2014. Elle a été initié et mis en place grâce à l’engagement des jeunes dynamiques ayant comme leitmotive des valeurs comme le travail collaboratif, le partage, l’engagement citoyen à travers les TICs et l’entreprenariat.","contact@wenaklabs.org"
"","Africinnov","","","x","","","","","Dakar, Sénégal","","","","",""
"","JA Gabon","","https://www.jagabon.org/","","https://www.facebook.com/Juniorachievementgabon/","","","","JA Gabon, Libreville, Gabon","","","","","info@jagabon.org"
"","YESAAL AGRI HUB","","http://yeesalhub.org/","","https://fr-fr.facebook.com/yeesalagrihub/","","","","","","","","","yeesalagrihub@gmail.com"
"","Youth CDC","","http://www.youthcdc.com","x","https://www.facebook.com/YouthCDC/","","","","Avedji-Elavagnon, Lomé, Togo","","","","Youth CDC est un programme d'accompagnement à la levée de fonds et de développement d'entreprises qui a pour ambition de lutter contre le chômage des jeunes en Afrique par la promotion de l'entrepreneuriat. Le programme développe une approche innovante d'accompagnement autour d'un programme de formation certifiant dénommé <b>"Certificate in Development of Innovation Companies" -CDIC</b>.","youthcdcprogram@gmail.com"
"","Zair&#039;innov","","http://www.llab.cd","","https://www.facebook.com/ZairInnov/","","","","253, Avenue Kimvula, Kinshasa, République Démocratique du Congo","","","","Le tout est juridiquement porté par La <b>Fondation Lumumba Lab</b> qui est une entité à but non lucratif officiellement <b>enregistrée en République Démocratique du Congo</b>, a pour mission la lutte contre l’analphabétisme numérique et la fracture numérique. En plus des actions et autres événements organisés comme notre contribution pour permettre à l’écosystème tech de la RDC de grandir, La <b>Fondation Lumumba Lab</b> est au fil des années devenue une actrice non négligeable dans le milieu des structures d’accompagnement des acteurs du changement par les numérique en RDC.  ","start@llab.cd"
"","ZEN Lab","","http://www.zenlab.com.tn/","","http://www.facebook.com/ZENLAB.Tunisie/","","","","Immeuble Emeraude Center, Jardins du Lac 2 , Tunis, Tunisie","","","","","contact@zenlab.com.tn"
