id,Name,closed,website,website down,twitter,facebook,linkedin,lat,lng,address,city,region,country,description,email,source
99,IMPACT HUB ,,johannesburg.impacthub.net,,ImpactHub,,,,,,Johannesburg,,South Africa ,,,worldbank
75,Impact Hub Bamako,,https://the-hub.company/,,ImpactHubBKO,https://www.facebook.com/ImpactHubBamako,,12.6392316,-8.00288920000003,Hamdallaye ACI 2000,Bamako,Bamako Capital District,Mali,"Impact Hub Bamako is an innovation hub that is focused on job creation, youth engagement and innovation",bamako.info@impact.net,afrilabs
1,"INAPEM--Angolan Institute of Support for Micro, Small and Medium Enterprises ",,http://www.portal.inapem.gov.ao/,,,,,,,,Luanda,,Angola,,,worldbank
,Incub’ivoir ,,http://incubivoir.net/,,ivoirincub,https://www.facebook.com/incubivoir1/,,,,zone 3 rue des carrossiers Boîte Postale 10 Bp 1041 Abidjan 10,,,,incubinfo@caamonde.org,afric'innov,
,Incubateur Ose Ton Emploi,,http://www.osetonemploi.com,,osetonemploi,http://@OseTonEmploi,,,,"Conakry, Guinée",,,,"       Notre objectif est de contribuer à inverser la tendance pour que des jeunes traditionnellement chercheurs d’emploi deviennent des entrepreneurs innovants, des créateurs d’emplois via la création d’entreprises pérennes et à forte valeur ajoutée.",contact@osetonemploi.com,afric'innov
,INCUBATEUR RSE BENIN,,,,,,https://www.linkedin.com/company/groupe-de-travail-rse-b%C3%A9nin/,,,"lot P1430 vèdoko ,  Cotonou",,,,,,afric'innov
,Incubateur UGB,,http://incubation.ugb.sn,,,https://web.facebook.com/incubateurugb/,,,,"Sanar, Saint-Louis, Saint-Louis, Sénégal",,,,,incubateur@ugb.edu.sn,afric'innov
55,inCUBE8,,https://www.incube8mw.com/,x,,https://www.facebook.com/incube8mw/,,-13.254308,34.301525,Malawi,,,Malawi,"inCUBE8 Malawi began operation in February, 2016 and was officially registered on the same day. They are an innovation hub that run incubation and acceleration programmes targeted at youth engagement and job creation.  ",,afrilabs
,,,,,,,,,,,,,,,,
101,Incubme Algeria,,www.incubme.com,,,https://www.facebook.com/IncubMeDz/,,28.033886,1.659626,Algeria,,,Algeria,"Incubme is an incubator and accelerator  that are focused on skill acquisition, job creation and innovation.",,afrilabs
,INCUBONS,,,,,https://fr-fr.facebook.com/incubons/,,,,"VP 27 A bis Ambohimiandra ,  Antananarivo",,,," •	Un cabinet d’expertise à destination de toutes les organisations promouvant l’entrepreneuriat des jeunes et des femmes à Madagascar, dans l’Océan Indien et en Afrique.&nbsp;",incubons.etc@gmail.com,afric'innov
94,Injini,,http://injini.co.za/,,injiniedtech,,,-33.9248685,18.4240553,"Cape Town, South Africa",Cape Town,Western Cape,South Africa,"Injini is an incubator and accelerator that is focused on social impact, job creation and innovation. ",info@injini.africa,afrilabs
,Innov’up,,http://innovup.fefa.tg/,,,https://www.facebook.com/centreInnovupTogo/,,,,"innovup, Avenue Du 24 Janvier, Lomé, Togo",,,"Pour en savoir plus visitez notre site <a href=""http://innovup.fefa.tg"">http://innovup.fefa.tg</a> ",innovup@fefa-togo.org,afric'innov,
87,Innovate Ventures,,https://www.innovate.so/,,,,,9.562389,44.0770133999999,"Hargeisa, Somalia",Hargeisa,Woqooyi Galbeed,Somalia,"Innovate Ventures is an open space, co-working space, incubation/acceleration and an innovation center that focuses on job creation, social impact and innovation.",,afrilabs
76,Innovation Growth Hub,,https://ighub.com.ng/,,theighubafrica,,,5.4308921,7.5247243,"Abia, Nigeria",,Abia,Nigeria,"Innovation Growth Hub is an innovation hub that is focused on job creation, skill acquisition and innovation. ",,afrilabs
101,Invo Tech incubator,,www.invotech.dut.ac.za,not hub website,,,,,,,Durban,,South Africa ,,,worldbank
98,Iris Hub,,https://www.irishub.rw/,,irishub_rw,,,-1.9705786,30.1044288000001,"Kigali, Rwanda",Kigali,Kigali City,Rwanda,"Iris Hub is an incubator and accelerator focused on job creation, youth engagement and innovation. ",,afrilabs
60,iRise Somalia,,https://irisehub.so/en/,,iRiseHub,,,5.152149,46.199616,Somalia,,,Somalia,iRise Somalia,,afrilabs
36,iSpace,,http://ispacegh.com/,,iSpaceGh,,,5.5712984,-0.146848299999988,"Ghana International Trade Fair Centre, Accra, Ghana",Accra,Greater Accra Region,Ghana,"The iSpace Foundation is a coworking tech and creative innovation space for startups, innovators, social entrepreneurs & developers..  ",info@ispacegh.com,afrilabs
,ISTIC Entreprises Startup,,http://www.istic.rnu.tn,,istic_tunisie,http://ISTIC Entreprises Startup,,,,"Technopole Ecopark Borj-cédria, Borj Cédria, Tunisie",,,,ISTIC Entreprises Startup se propose comme une passerelle entre le monde universitaire et le monde socio-économique.  ,,afric'innov
37,IT Kola,,,,,https://www.facebook.com/itkola?_rdc=1&_rdr,,7.369722,12.354722,Cameroon,,,Cameroon,"IT Kola stands for innovation and use of sustainable technologies for Africa. It is a collaborative platform where ideas, inspiration & commitment  ",,afrilabs
103,iZone Hub,,https://izonehub.org.zw/,,izonehub,https://www.facebook.com/izonehub/,,-17.8118106,31.0895029000001,"Zimbabwe Cricket, Maiden Drive, Harare, Zimbabwe",Harare,Harare Province,Zimbabwe,"iZone Hub is an incubator and accelerator that are focused on skill acquisition, job creation and innovation.",,afrilabs
,JA Gabon,,https://www.jagabon.org/,,ja_gabon,https://www.facebook.com/Juniorachievementgabon/,,,,"JA Gabon, Libreville, Gabon",,,,,info@jagabon.org,afric'innov
,JABA SPACE,,https://jabaspace.co/,,JabaSpace,https://www.facebook.com/jabaspacecoworking/,,,,,,,,,hello@jabaspace.co,afric'innov
79,Jiguene Tech Hub,,http://jjiguenetech.com/,,,,,,,,Dakar,,Senegal,,,worldbank
14,Jokkolabs Abidjan,,http://jokkolabs.net/en/#jokkolabs,,,,,,,,Abidjan,,C�te d�Ivoire,,,worldbank
,Jokkolabs Bamako,,http://www.jokkolabs.net/Bamako,,,,,,,"Torokorobougou ,  Bamako",,,,"<b>Pionnier de l’innovation ouverte, de la transformation digitale et de l’entrepreneuriat social en Afrique, Jokkolabs œuvre à la structuration d’un écosystème où s’opèrent des dynamiques collaboratives porteuses de changement.</b>",,afric'innov
26,Jokkolabs Banjul,,http://jokkolabs.net,,,,,,,,Banjul ,,Gambia,,,worldbank
53,Jokkolabs Casablanca,,http://jokkolabs.net,,,,,,,,Casablanca,,Morocco,,,worldbank
3,Jokkolabs Cotonou,,http://jokkolabs.net,,,,,,,,Cotonou,,Benin,,,worldbank
,Jokkolabs Dakar,,https://www.jokkolabs.net/senegal/dakar,,,https://www.facebook.com/jokkolabsDakar/,,,,Sacré Cœur 3 villa 9653 dakar,,,,"Initiative privée à but non lucratif, Jokkolabs ouvre en 2010 l’un des premiers espaces d’innovation du continent Africain parmi 700 pionniers, à l’échelle mondiale, pour entreprendre autrement. Jokkolabs est aujourd’hui un écosystème de l’innovation ouverte, actif en France ( Nanterre et Marseille) et dans 8 pays africains (Bénin, Burkina Faso, Cameroun, Côte d’Ivoire, Mali, Maroc, Gambie et Sénégal).Jokkolabs est un réseau d’espaces d’innovation, un environnement unique où plus de 400 entrepreneurs, créatifs et innovateurs développent leurs activités.Jokkolabs est une communauté d’entrepreneurs partageant des valeurs d’ouverture et de collaboration. Nous offrons un cadre de qualité où ils travaillent, se rencontrent, collaborent, apprennent et s’amusent au sein d’un large réseau virtuel de plus de 10 000 membres. Jokkolabs est un action tank « indépendant » qui recherche des approches innovantes liées à l’économie numérique pour répondre aux enjeux sociaux économique du 21ième siècle.",contact@jokkolabs.co,afric'innov
7,Jokkolabs Ouagadougou,,http://ouaga.jokkolabs.net/,,,,,,,,Ouagadougou,,Burkina Faso,,,worldbank
11,JoziHub,,http://jozihub.org/,,,,,-26.1934093,27.9849379,"South Africa Islam, Johannesburg, Gauteng, South Africa",Johannesburg,Gauteng,South Africa,"JoziHub is a co-creation space in Johannesburg dedicated to creating sustainable change in Africa 44 Stanley Ave, Milpark, Johannesburg, 2092, South Africa. ",info@jozihub.org,afrilabs
,KhulaTech,,http://www.khulatech.com,,,http://www.facebook.com/khulatech,,,,"Cotonou Bénin, Vedoko, von funai, immeuble MTN ,  Cotonou",,,,,contact@khulatech.com,afric'innov
97,Kianda Hub,,https://kiandahub.com/,,,,,-8.8249255,13.2279833,"ANGOLA LNG, Rua Amílcar Cabral, Luanda, Angola",Luanda,Luanda,Angola,"Kianda Hub is an open space, coworking, co creation space and innovation center that focuses on social impact, job creation and innovation. ",,afrilabs
103,Kinu Innovation and Co-Creation Space,,http://www.kinu.co.tz/,,,,,,,,Dar es Salaam,,Tanzania,,,worldbank
99,Kivu Hub,,https://kivuhub.net/,,,,,-4.3919893,15.3127824000001,"Bukavu, Kinshasa, Congo-Kinshasa",Kinshasa,Kinshasa,Democratic Republic of the Congo,"Kivu Hub is an incubator and accelerator that are focused on social impact, job creation and innovation. ",,afrilabs
48,kLab,,http://klab.rw/,,,,,-1.940278,29.873888,Rwanda,,,Rwanda,"kLab (knowledge Lab) is a unique open technology hub in Kigali where students, entrepreneurs and innovators come to work.  ",,afrilabs
,Kobo hub,,http://www.kobo-hub.com,,,http://facebook.com/kobohubrdc,,,,"Immeuble 130, avenue Kwango, Kinshasa (Ref: INA)",,,,"Kobo Hub est une plateforme congolaise dédiée à l’accélération de startups et de jeunes entreprises en République Démocratique du Congo.  Kobo Hub participe à la formation et au mentorat de startups pour les aider à grandir.  Nous accompagnons les porteurs de projets en mettant à leur disposition un réseau d’experts pluridisciplinaires, un accès aux compétences, aux ressources et aux infrastructures indispensables au succès et à la croissance de leurs projets.",secretariat@kobo-hub.com,afric'innov
,Kufanya,,https://www.facebook.com/kufanyaincub/,,,https://www.facebook.com/kufanyaincub/,,,,"Rue Mongi Bali, Sfax, Tunisie",,,,"<b>  Kufanya </b>est un partenaire d’implémentation de l’organisation international pour les migrations, de l’institut français, de l’ONG Tunisie terre d’asile. Nous sommes membre de reseau de promotion de l’entreprise sociale chabaka et partenaire de l’incubateur pour entreprise sociale en tunisie lab’ess.   ",africabusinessleaders@gmail.com,afric'innov
34,Kumasi Business Incubator,,(seem to not have their own website)<https://www.facebook.com/pages/Kumasi-Business-Incubator-KBI/813845328668356>,,,,,,,,Kumasi,,Ghana,,,worldbank
61,Kumasi Hive,,https://kumasihive.com,,,,,7.946527,-1.02319399999999,Ghana,,,Ghana,Kumasi Hive,info@kumasihive.com,afrilabs
60,L5 Lab,,http://www.l5lab.com/,,,,,,,,Lagos,,Nigeria,,,worldbank
,La Fabrique,,http://www.lafabrique-bf.com,,,https://www.facebook.com/lafabriquebf/,,,,"Ouagadougou, Burkina Faso",,,,,contact@lafabrique-bf.com,afric'innov
,LA RENCONTRE DES ENTREPRENEURS-SAS,,http://www.entrepreneursenegal.com,,,,,,,"AGORA BUSINESS CENTER, VILLA N7 MERMOZ ,  DAKAR",,,,"La  Rencontre Des Entrepreneurs (RDE) est le 1èr Accélérateur multisectoriel d'appui et d'accompagnement privé du Sénégal dont la  principale mission consiste à  repérer des PME à fort potentiel pour en faire des champions en leur  donnant accès au capital,  aux meilleures compétences  et   à  un  ensemble de réseau   ",,afric'innov
,Labess,,https://www.labess.tn,,,https://www.facebook.com/LabessTunisie/,,,,"7 Rue du Docteur Alphonse Laveran, Tunis, Tunisie",,,,contact@labess.tn,afric'innov,
,LaFactory,,http://www.lafactory.co/,,,https://www.facebook.com/LaFactoryByScreenDy/?ref=br_rs,,,,"Casablanca, Maroc",,,,,mehdi@lafactory.co // omaima@lafactory.co,afric'innov
12,Lake Hub,,http://www.lakehub.co.ke/,,,,,-0.0974903,34.7525582999999,"Accra Street, Kisumu, Kenya",Kisumu,Kisumu County,Kenya,"LakeHub is bringing together the tech-enthusiasts of Western Kenya. We are an open community created to support individuals and businesses with an interest in technology in Western Kenya. LakeHub brings together programmers, creative, and entrepreneurs and connects them to resources, partners, and mentorship. ",,afrilabs
,Le Boukarou,,,,,https://www.facebook.com/LeboukarouOfficiel/,,,,"Douala, Cameroun",,,,"Au boukarou vous êtes chez vous, venez et ensemble nous allons surmonter les défis qui s'imposent à vous !",contact@leboukarou.digital.com,afric'innov
,Lisungi Fablab,,http://lisungifablab.org,,,http://lisungi fablab,,,,"44 Avenue De La Démocratie, Kinshasa, République démocratique du Congo",,,,"Le projet Lisungi FabLab est un atelier de fabrication numérique ouvert à tous. Il a pour but de sensibiliser et développer les compétences numériques des jeunes défavorisés ou en rupture scolaire et des femmes en situation précaire en particulier, en travaillant avec des associations d’encadrement qui leur dispense des formations métiers dans le domaine de l’informatique, l’électronique et la télécommunication. Le projet met en place des actions qui les impliqueront dans la valorisation de leurs compétences, par le biais de l’initiation et la pratique dans différents ateliers. 2 types d’activités sont prévus, notamment les formations à la fabrication numérique et l’accompagnement.",info@lisungifablab.org,afric'innov
58,Lumumba Labs,,http://www.llab.cd/,,,https://www.facebook.com/ZairInnov/,,-4.038333,21.758664,"253, Avenue Kimvula",Kinshasa,,Democratic Republic of the Congo,"Lumumba Labs began operation in October, 2014, and was officially registered in May, 2015 with a staff strength of 4.",start@llab.cd,afrilabs
38,m:Lab East Africa,,http://mlab.co.ke/,,,,,,,,Nairobi,,Kenya,,,worldbank
,Maison de l’entrepreneur Congolais – MEC,,http://www.maisondelentrepreneur.org,x,,https://www.facebook.com/maisondelentrepreneurcongolais,,,,"8 Avenue de l&#039;Eglise , Quartier Gambela ,  Lubumbashi",,,"La maison de l'entrepreneur Congolais MEC en sigle est une structure d’accompagnement en entrepreneuriat  et innovation basée à Lubumbashi en RDC. Sa  mission est d'accompagner les jeunes entreprises sociales  innovantes en RDC en leur offrant un espace de vie, logistique à moindre coût, des espaces de travail collaboratifs, mise en réseau avec d'autres acteurs de l'écosystème entrepreneurial. Un programme d'incubation répondant aux normes internationales sera également mis en place",mec@maisondelentrepreneur.org,afric'innov,
,Maison de la Petite Entreprise,,http://www.mpetchad.com,,,,,,,"Quartier Moursal, Boulevard SAO, Rue 5018, B.P.: 111 , N&#039;Djamena",,,,,,afric'innov
,makesense,,http://africa.makesense.org,,,,,,,"Rue Mermoz, Dakar, Dakar, Sénégal",,,,,,afric'innov
107,Mara Launchpad,,http://www.mara-foundation.org/,,,,,,,,Kampala,,Togo,,,worldbank
88,Mashinani Hub,,,,,https://www.facebook.com/mashinanihub/,,-0.6708163,34.7771001,"Kisii Country Club, Kisii, Kenya",Kisii,Kisii County,Kenya,"Mashinani Hub is an innovation center that is focused on social impact, job creation and innovation.",,afrilabs
21,Mawazo Hub,,http://www.nftmawazo.com/,,,,,0.3119942,32.5844634,"Uganda House, Kampala, Uganda",Kampala,Central Region,Uganda,"The Mawazo Innovation Hub, a division of NFT Consult, was established to support emerging Next Generation ICT businesses through accelerated technology commercialization. The Mawazo Innovation Hub has created a unique space for high tech entrepreneurs, academics, researchers and venture capitalists to meet, network and collectively work towards growing the Ugandan economy through innovation.  ",,afrilabs
31,Mawazo Innovation Hub (Gabon),,https://mawazohub.com/,,,,,0.3935071,9.44680019999998,"Gabon Telecom, Libreville, Estuaire, Gabon",Libreville,Estuaire,Gabon,"The Mawazo Innovation Hub, a division of NFT Consult, was established to support emerging Next Generation ICT businesses .",,afrilabs
,MCISE,,http://Mcise.org,,,,,,,"Rabat, Maroc",,,,,,afric'innov
28,mFriday,,http://www.mfriday.org/,,,,,,,,Kumasi,,Ghana,,,worldbank
22,mHub Malawi,,http://www.mhubmw.com/,,,,,-15.7820588,35.0042201,"Malawi Sun Hotel, Blantyre, Malawi",Blantyre,Southern Region,Malawi,"mHub is Malawi’s first ever technology hub. An incubator for technology start-ups with a special focus on building young technology entrepreneurs through training, skills development and mentorship. mHub was founded in November 2013 by Rachel Sibande a young Malawian entrepreneur in the technology space. mHub seeks to enhance the growth of the ICT sector in Malawi by cultivating and nurturing a culture of entrepreneurship in technology among the youths through training, transfer of skills and mentorship in technology and business  ",info@mhubmw.com,afrilabs
,MIAWODO,,http://www.entrepreneursdumonde.org,,,https://www.facebook.com/miawodo/,,,,"Carrefour de la rue 71 et de la rue 232 à Aflao Gakli ,  Lomé",,,,  Miawodo identifie les femmes et jeunes qui possèdent des idées ou des projets novateurs à fort potentiel de croissance et les accompagne à la création et au développement de leurs entreprises afin d’hisser ces entreprises au rang d’entreprises de croissance ou d’impacts à l’échelle nationale.  ,edm.togo@entrepreneursdumonde.org,afric'innov
57,MICTI Technology and Business Centre,,http://www.micti.co.mz/,,,,,,,,Maputo,,Mozambique,,,worldbank
64,Minna Tech Incubation Centre ,,https://www.govserv.org/NG/Minna/537527556399104/Technology-Incubation-Centre-Minna,,,,,,,,Minna,,Nigeria,,,worldbank
13,MLab Southern Africa (SA),,https://www.mlab.co.za/,,,,,-25.7491488,28.2674629000001,"The Enterprise Building, Allan Cormack St, Pretoria 0020, South Africa",Pretoria,Gauteng,South Africa,mLab Southern Africa (SA) is a mobile solutions laboratory and startup accelerator that provides entrepreneurs and mobile developers with the support they need to develop innovative mobile applications and services.  ,,afrilabs
78,Mobile Senegal ,,http://mobilesenegal.org/,,,,,,,,Dakar,,Senegal,,,worldbank
27,Mobile Web Ghana,,http://www.mobilewebghana.org/,,,,,5.5712984,-0.146848299999988,"Ghana International Trade Fair Centre, Accra, Ghana",Accra,Greater Accra Region,Ghana,"Mobile Web Ghana was created as part of the World Wide Web Foundation’s Mobile Entrepreneurs in Africa program (sponsored by Vodafone) in 2010. It helps passionate people become mobile-technology entrepreneurs, by teaching them to create software applications that are accessible via mobile phones (whether via mobile websites, apps, SMS, or voice). It also helps to make them develop the business side of technology, and teach them mobile business: start-ups, market research, business models, etc.",,afrilabs
30,Muzinda,,https://www.muzindahub.co.zw/,x,,,,-17.8118106,31.0895029000001,"Zimbabwe Cricket, Maiden Drive, Harare, Zimbabwe",Harare,Harare Province,Zimbabwe,"Muzinda is Zimbabwe’s first entrepreneurship and innovation Hub—a one-stop shop for idea development, innovation and digital skills.",,afrilabs
13,Mwasi Tech Hub,,https://www.facebook.com/mwasitechhub,,,,,,,,Kinshasa,,Cote D'Ivoire,,,worldbank
73,Nairobi Garage,,https://nairobigarage.com/,,,,,-1.2920659,36.8219462,"Nairobi, Kenya",Nairobi,Nairobi County,Kenya,Nairobi Garage is a co-working space that is focused on social impact and professional solutions.,,afrilabs
58,Namibia Business Innovation Centre (NBIC),,http://nbic.polytechnic.edu.na/,,,,,,,,Windhoek,,Namibia,,,worldbank
63,National Board for Technology Incubation-Tech Incubation Headquarters,,http://www.nbti.gov.ng/,,,,,,,,Abuja,,Nigeria,,,worldbank
54,New Work Lab,,http://www.newworklab.com,,,,,,,,Casablanca,,Morocco,,,worldbank
77,NexGen Technology Center,,http://nexgentechs.org/,,,,,3.8480325,11.5020752,"Yaounde, Cameroon",Yaounde,Centre,Cameroon,"NexGen is an innovation hub that is focused on skill acquisition, youth engagement and innovation.",nextgentechcenter@gmail.com,afrilabs
,NextA,,http://www.nexta.mg,,,https://www.facebook.com/nextA.mg/,,,,Immeuble Tana Shore - Enceinte Futura Andranomena Antananarivo,,,,<b>NextA</b> est bâtit sur 7 axes d'accompagnement:<ul><li>Mentoring/Coaching</li><li>Formations</li><li>Réseautage </li><li>Activités </li><li>Financement </li><li>Employabilité </li><li>Lieu </li></ul>,contact@nexta.mg,afric'innov
41,nHub,,http://www.nhubnigeria.com/,,,,,9.081999,8.67527700000005,Nigeria,,,Nigeria,"nHub began operation in November, 2015 and was legally registered in 2016 with a current staff strength of 17. It is a technology innovation hub that runs incubation and acceleration programmes.  ",,afrilabs
,O’Botama ,,http://www.obotama.com,,,https://www.facebook.com/OBotama2018/,,,,"Biyem-Assi, Yaoundé, Cameroun",,,,contact@obotama.com,afric'innov,
56,OCP Entrepreneurship Network,,http://www.ocpentrepreneurship.org/,,,,,,,,Casablanca,,Morocco,,,worldbank
38,Ogooue Labs,,https://about.me/ogoouelabs,,,,,0.3606914,9.46803190000003,"Gabon Libreville, Libreville, Estuaire, Gabon",Libreville,Estuaire,Gabon,"Ogooue Labs is the first coworking space in Gabon for entrepreneurs free, that are willing to get together in order to share & develop synergy.  ",,afrilabs
35,Oguaa Business Incubator,,NA,,,,,,,,Cape Coast,,Ghana,,,worldbank
66,Olotu Square (Lagos),,https://olotusquare.co/,,,,,6.6623005,3.2833564,"Nigeria Newspapers, Lagos, Nigeria",Lagos,Lagos,Nigeria,Olotu Square,,afrilabs
93,Olotu Square (Port Harcourt),,https://olotusquare.co/,,,,,4.815554,7.04984420000005,"Port Harcourt, Nigeria",Port Harcourt,Rivers,Nigeria,"Olotu Square is an innovation center focused on social impact, youth engagement and innovation. ",,afrilabs
,OMEDEMA,,http://WWW.OMEDEMA.COM,,,,,,,"1 Rue de la Mare Adam, Chaville, France",,,,"OMEDEMA est une société de conseil à impact dédiée aux entreprises souhaitant développer leurs activités en Afrique ou créer de l’innovation à travers les méthodes développées dans le contexte africain. Nous accompagnons les structures privées et publiques à développer leurs stratégies et nous leurs permettons aussi de créer de la richesse commune. OMEDEMA encourage les initiatives à impact social et sociétal. Notre ambition est d’apporter l’ensemble des outils de la création à la commercialisation pour permettre aux projets d’atteindre le maximum de leur impact. OMEDEMA est un acteur clé pour le développement de vos projets en Afrique de l’ouest francophone. Nous accélérons et sécurisons vos projets de développement, grâce à notre réseau local tissé autour de partenariats stratégiques ainsi que notre réseau de plus de 40 experts en Europe et en Afrique.",CONTACT@OMEDEMA.COM,afric'innov
,ORIBI Village,,http://www.oribivillage.com,,,https://www.facebook.com/ORIBIVillage/,,,,"19 Park Road, Gardens, Cape Town, Afrique du Sud",,,,"ORIBI Village is a local initiative aiming at promoting Social Entrepreneurship throughout Cape Town.&nbsp;Through a collaborative co-working space and an Incubator dedicated to Social Projects, ORIBI Village is bridging the gaps caused by social and geographic inequalities while encouraging and popularizing the practice of Social Entrepreneurship as a way of business.<br>Last but not least, ORIBI Village organizes regular talks and events in order to showcase Cape Town's Social Entrepreneurs, network and inspire the community.",hello@oribivillage.com,afric'innov
,Oser Innover,,http://daretoinnovate.com/,,,https://fr-fr.facebook.com/DaretoInnovate/,,,,,,,,,,afric'innov
14,Outbox,,http://www.outbox.co.ug/,,,,,0.3229945,32.5766,"Soliz House, Kampala, Uganda",Kampala,Central Region,Uganda,"Outbox is a Kampala-based incubation, collaboration and co-creation space that supports techies and entrepreneurs  to turn their ideas into businesses while leveraging mobile and web technologies. ",,afrilabs
91,Passion Incubator,,https://www.passionincubator.ng/,,,,,6.4524039,3.39685350000002,"Lagos Island, Lagos, Nigeria",Lagos,Lagos,Nigeria,"Passion Incubator is an innovation hub that focuses on job creation, skill acquisition and innovation. ",,afrilabs
,Playlab,,https://www.play-international.org/le-playlab,,,,,,,"Villa Mamelles Aviation LOT numéro 3 TF ,  Dakar",,,,,info@play-international.org,afric'innov
15,Reconstructed Living Lab (RLabs),,http://rlabs.org/,,,,,-33.9538889,18.532508,"66 Tarentaal Rd, Bridgetown, Cape Town 7769, South Africa",Cape Town,Western Cape,South Africa,Reconstructed Living Lab (RLabs) is a global movement and registered social enterprise that provides innovative solutions to address various complex problems.,info@rlabs.org,afrilabs
100,Rlabs,,www.rlabs.org,,,,,,,,Cape Town,,South Africa ,,,worldbank
82,Roothub Accelerator Systems,,https://theroothub.com/,,,https://www.facebook.com/theroothub/,,4.876463,8.08569299999999,"Uyo Airport, Uyo, Nigeria",Uyo,Akwa Ibom,Nigeria,"Roothub is a co-creation space  that is focused on social impact, job creation and innovation. ",,afrilabs
,Saboutech,,,,,https://www.facebook.com/saboutech/,,,,"Bluezone De Dixinn, Conakry, Guinée",,,,,projetsaboutech@gmail.com,afric'innov
95,Shinga Entrepreneurship and Learning Hub,,http://www.shinga.co.zw/,x,,https://www.facebook.com/shingathespace/,,-17.8330168,31.0855879000001,"Mutare Road, Harare, Zimbabwe",Harare,Harare Province,Zimbabwe,"Shinga Hub is a coworking space that is focused on job creation, skill acquisition and innovation",,afrilabs
87,Silicon Cape Initiative,,http://www.siliconcape.com/,,,,,,,,Cape Town,,South Africa ,,,worldbank
,Sira Labs,,https://www.sira-labs.com/,,,,,,,"Festival Des Glaces, Ouagadougou, Burkina Faso",,,,,contact@sira-labs.com,afric'innov
115,Sky Hub Initiative,,http://www.skyhub.co.zw/,,,,,,,,Bulawayo,,Zimbabwe,,,worldbank
,SM LAB & CO,,http://smlab.cool/,,,https://web.facebook.com/SMLabCO,,,,,,,,contact@smlab.cool,afric'innov,
93,Smart Xchange,,http://www.smartxchange.co.za/,,,,,,,,Durban,,South Africa ,,,worldbank
74,Softstart Business and Technology Incubator,,https://softstartbti.co.za/,,,,,-26.2041028,28.0473051,"Johannesburg, South Africa",Johannesburg,Gauteng,South Africa,"Softstart Incubator is an innovation hub that is focused on social impact, job creation and innovation. ",,afrilabs
,SolidarIT,,https://solidarit-hub.org,,,https://www.facebook.com/SolidarItHub/,,,,"Solidar&#039;it, Boulevard Steinmetz, Cotonou, Bénin",,,"Solidar'it est un espace numérique ouvert, un espace de formation et de rencontres autour du numérique associé à un incubateur d’entreprises numériques naissantes.&nbsp; Notre ambition est d’offrir à la jeunesse en quête de savoir un espace de formation et à un groupe de concepteurs de produits numériques, les ressources nécessaires au démarrage d’un projet d’entreprise numérique.  SOLIDAR’IT est porté par le Club Associatif le Club Perspectives +, un Club de Réflexions, de Propositions et d’Actions intervenant dans plusieurs secteurs comme la Santé, l’Education, le Dev Durable, le Numérique et bien d’autres. Avec une entité au BÉNIN, en FRANCE et au CANADA, le Club Perspectives + concrétise depuis près de 10 ans maintenant plusieurs projets avec ses équipes et un reseau de partenaires et de bénévoles performant.",,afric'innov,
49,Sote hub,,http://www.sotehub.com/,,,,,-0.023559,37.906193,Kenya,,,Kenya,"Sote hub began operations in November, 2015 and was legally registered in December, 2015 with a staff strength of 5. They are an innovation hub that run incubation and acceleration programmes focused on job creation and youth engagement. Its major source of income comes from Europe",,afrilabs
20,Start Innovation Hub,,http://www.starthub.com.ng/,,,,,5.0377396,7.91279450000002,"Uyo, Akwa Ibom, Nigeria",Uyo,Akwa Ibom,Nigeria,"Start Innovation Hub is an innovation lab in Uyo, Nigeria. It was incorporated in May 2014 to help technology startups with software and hardware ideas start up faster. Start Hub aims at stimulating economic growth in the technology community by providing key ingredients like seed funding, mentorship and access to business expertise. Others are networking opportunities, peer review, pitch development, product testing and introduction to investors. ",,afrilabs
98,Start-up Garage/ 98MPH,,www.88mph.ac/capetown,,,,,,,,Capetown,,South Africa ,,,worldbank
,StartOpp Zone,,http://startoppzone.com,,,http://https,//facebook.com/startoppzone,,,,"22/121 Atron, N&#039;Djamena",,,,startoppzone@rjdlt.com,afric'innov
39,Startpreneurs,,http://www.startpreneurs.com.ng/,,,,,9.081999,8.67527700000005,Nigeria,,,Nigeria,"Startpreneurs began operation in January, 2016 and was legally registered in December 2015 with a current staff strength of 20.  ",info@startpreneurs.com.ng,afrilabs
85,Startup 90,,"Buchanan Square, Sir Lowry Road, Woodstock, Cape Town, 7925",,,,,,,,Cape Town,,South Africa,,,worldbank
,STARTUP FACTORY,,http://www.startupdjibouti.com,,,https://www.facebook.com/StartUpDjibouti/,,,,Djibouti,,,,"STARTUP FACTORY est un accélérateur des startups lancé de Djibouti . StartUp Factory a pour  vocation d’encourage et d’investir dans des  entrepreneurs brillants et passionnés avec  des idées nouvelles et ambitieuses .  Lancé en septembre 2018 , StartUp Factory  est un programme de startup en démarrage  ainsi qu’une mise en relation d'un&nbsp; fond d’amorçage destiné à  accélérer la croissance des startups&nbsp; Djiboutiennes et fournir un boost régulier à  l’industrie croissante de l économie Digital  à Djibouti .",contact@startupdjibouti.com,afric'innov
